qid,seq_no,docno,rank,score
949,7,65473053,7,0.631699
949,7,46200358,8,1.254452
949,7,46799742,9,1.8452
949,7,22443992,10,1.412897
949,7,13433057,11,1.051444
949,7,51463428,12,1.008664
949,7,46345824,13,2.247679
949,7,1070171,14,1.099811
949,7,6475070,15,1.070819
949,7,28629308,16,1.517659
949,7,1940754,17,1.723847
949,7,40853640,18,0.71066
949,7,7427293,19,1.146115
949,7,43682202,20,1.672876
949,8,58864450,1,1.977742
949,8,33530557,2,0.533398
949,8,43167590,3,0.992905
949,8,1712326,4,1.074363
949,8,44044949,5,1.932619
949,8,504356,6,1.4111
949,8,65473053,7,0.631699
949,8,46200358,8,1.254452
949,8,46799742,9,1.8452
949,8,22443992,10,1.412897
949,8,13433057,11,1.051444
949,8,51463428,12,1.008664
949,8,46345824,13,2.247679
949,8,1070171,14,1.099811
949,8,6475070,15,1.070819
949,8,28629308,16,1.517659
949,8,1940754,17,1.723847
949,8,40853640,18,0.71066
949,8,7427293,19,1.146115
949,8,43682202,20,1.672876
949,9,58864450,1,1.977742
949,9,33530557,2,0.533398
949,9,43167590,3,0.992905
949,9,1712326,4,1.074363
949,9,44044949,5,1.932619
949,9,504356,6,1.4111
949,9,65473053,7,0.631699
949,9,46200358,8,1.254452
949,9,46799742,9,1.8452
949,9,22443992,10,1.412897
949,9,13433057,11,1.051444
949,9,51463428,12,1.008664
949,9,46345824,13,2.247679
949,9,1070171,14,1.099811
949,9,6475070,15,1.070819
949,9,28629308,16,1.517659
949,9,1940754,17,1.723847
949,9,40853640,18,0.71066
949,9,7427293,19,1.146115
949,9,43682202,20,1.672876
949,10,58864450,1,1.977742
949,10,33530557,2,0.533398
949,10,43167590,3,0.992905
949,10,1712326,4,1.074363
949,10,44044949,5,1.932619
949,10,504356,6,1.4111
949,10,65473053,7,0.631699
949,10,46200358,8,1.254452
949,10,46799742,9,1.8452
949,10,22443992,10,1.412897
949,10,13433057,11,1.051444
949,10,51463428,12,1.008664
949,10,46345824,13,2.247679
949,10,1070171,14,1.099811
949,10,6475070,15,1.070819
949,10,28629308,16,1.517659
949,10,1940754,17,1.723847
949,10,40853640,18,0.71066
949,10,7427293,19,1.146115
949,10,43682202,20,1.672876
949,11,58864450,1,1.977742
949,11,33530557,2,0.533398
949,11,43167590,3,0.992905
949,11,1712326,4,1.074363
949,11,44044949,5,1.932619
949,11,504356,6,1.4111
949,11,65473053,7,0.631699
949,11,46200358,8,1.254452
949,11,46799742,9,1.8452
949,11,22443992,10,1.412897
949,11,13433057,11,1.051444
949,11,51463428,12,1.008664
949,11,46345824,13,2.247679
949,11,1070171,14,1.099811
949,11,6475070,15,1.070819
949,11,28629308,16,1.517659
949,11,1940754,17,1.723847
949,11,40853640,18,0.71066
949,11,7427293,19,1.146115
949,11,43682202,20,1.672876
949,12,58864450,1,1.977742
949,12,33530557,2,0.533398
949,12,43167590,3,0.992905
949,12,1712326,4,1.074363
949,12,44044949,5,1.932619
949,12,504356,6,1.4111
949,12,65473053,7,0.631699
949,12,46200358,8,1.254452
949,12,46799742,9,1.8452
949,12,22443992,10,1.412897
949,12,13433057,11,1.051444
949,12,51463428,12,1.008664
949,12,46345824,13,2.247679
949,12,1070171,14,1.099811
949,12,6475070,15,1.070819
949,12,28629308,16,1.517659
949,12,1940754,17,1.723847
949,12,40853640,18,0.71066
949,12,7427293,19,1.146115
949,12,43682202,20,1.672876
949,13,58864450,1,1.977742
949,13,33530557,2,0.533398
949,13,43167590,3,0.992905
949,13,1712326,4,1.074363
949,13,44044949,5,1.932619
949,13,504356,6,1.4111
949,13,65473053,7,0.631699
949,13,46200358,8,1.254452
949,13,46799742,9,1.8452
949,13,22443992,10,1.412897
949,13,13433057,11,1.051444
949,13,51463428,12,1.008664
949,13,46345824,13,2.247679
949,13,1070171,14,1.099811
949,13,6475070,15,1.070819
949,13,28629308,16,1.517659
949,13,1940754,17,1.723847
949,13,40853640,18,0.71066
949,13,7427293,19,1.146115
949,13,43682202,20,1.672876
949,14,58864450,1,1.977742
949,14,33530557,2,0.533398
949,14,43167590,3,0.992905
949,14,1712326,4,1.074363
949,14,44044949,5,1.932619
949,14,504356,6,1.4111
949,14,65473053,7,0.631699
949,14,46200358,8,1.254452
949,14,46799742,9,1.8452
949,14,22443992,10,1.412897
949,14,13433057,11,1.051444
949,14,51463428,12,1.008664
949,14,46345824,13,2.247679
949,14,1070171,14,1.099811
949,14,6475070,15,1.070819
949,14,28629308,16,1.517659
949,14,1940754,17,1.723847
949,14,40853640,18,0.71066
949,14,7427293,19,1.146115
949,14,43682202,20,1.672876
949,15,58864450,1,1.977742
949,15,33530557,2,0.533398
949,15,43167590,3,0.992905
949,15,1712326,4,1.074363
949,15,44044949,5,1.932619
949,15,504356,6,1.4111
949,15,65473053,7,0.631699
949,15,46200358,8,1.254452
949,15,46799742,9,1.8452
949,15,22443992,10,1.412897
949,15,13433057,11,1.051444
949,15,51463428,12,1.008664
949,15,46345824,13,2.247679
949,15,1070171,14,1.099811
949,15,6475070,15,1.070819
949,15,28629308,16,1.517659
949,15,1940754,17,1.723847
949,15,40853640,18,0.71066
949,15,7427293,19,1.146115
949,15,43682202,20,1.672876
949,16,58864450,1,1.977742
949,16,33530557,2,0.533398
949,16,43167590,3,0.992905
949,16,1712326,4,1.074363
949,16,44044949,5,1.932619
949,16,504356,6,1.4111
949,16,65473053,7,0.631699
949,16,46200358,8,1.254452
949,16,46799742,9,1.8452
949,16,22443992,10,1.412897
949,16,13433057,11,1.051444
949,16,51463428,12,1.008664
949,16,46345824,13,2.247679
949,16,1070171,14,1.099811
949,16,6475070,15,1.070819
949,16,28629308,16,1.517659
949,16,1940754,17,1.723847
949,16,40853640,18,0.71066
949,16,7427293,19,1.146115
949,16,43682202,20,1.672876
949,17,58864450,1,1.977742
949,17,33530557,2,0.533398
949,17,43167590,3,0.992905
949,17,1712326,4,1.074363
949,17,44044949,5,1.932619
949,17,504356,6,1.4111
949,17,65473053,7,0.631699
949,17,46200358,8,1.254452
949,17,46799742,9,1.8452
949,17,22443992,10,1.412897
949,17,13433057,11,1.051444
949,17,51463428,12,1.008664
949,17,46345824,13,2.247679
949,17,1070171,14,1.099811
949,17,6475070,15,1.070819
949,17,28629308,16,1.517659
949,17,1940754,17,1.723847
949,17,40853640,18,0.71066
949,17,7427293,19,1.146115
949,17,43682202,20,1.672876
949,18,58864450,1,1.977742
949,18,33530557,2,0.533398
949,18,43167590,3,0.992905
949,18,1712326,4,1.074363
949,18,44044949,5,1.932619
949,18,504356,6,1.4111
949,18,65473053,7,0.631699
949,18,46200358,8,1.254452
949,18,46799742,9,1.8452
949,18,22443992,10,1.412897
949,18,13433057,11,1.051444
949,18,51463428,12,1.008664
949,18,46345824,13,2.247679
949,18,1070171,14,1.099811
949,18,6475070,15,1.070819
949,18,28629308,16,1.517659
949,18,1940754,17,1.723847
949,18,40853640,18,0.71066
949,18,7427293,19,1.146115
949,18,43682202,20,1.672876
949,19,58864450,1,1.977742
949,19,33530557,2,0.533398
949,19,43167590,3,0.992905
949,19,1712326,4,1.074363
949,19,44044949,5,1.932619
949,19,504356,6,1.4111
949,19,65473053,7,0.631699
949,19,46200358,8,1.254452
949,19,46799742,9,1.8452
949,19,22443992,10,1.412897
949,19,13433057,11,1.051444
949,19,51463428,12,1.008664
949,19,46345824,13,2.247679
949,19,1070171,14,1.099811
949,19,6475070,15,1.070819
949,19,28629308,16,1.517659
949,19,1940754,17,1.723847
949,19,40853640,18,0.71066
949,19,7427293,19,1.146115
949,19,43682202,20,1.672876
949,20,58864450,1,1.977742
949,20,33530557,2,0.533398
949,20,43167590,3,0.992905
949,20,1712326,4,1.074363
949,20,44044949,5,1.932619
949,20,504356,6,1.4111
949,20,65473053,7,0.631699
949,20,46200358,8,1.254452
949,20,46799742,9,1.8452
949,20,22443992,10,1.412897
949,20,13433057,11,1.051444
949,20,51463428,12,1.008664
949,20,46345824,13,2.247679
949,20,1070171,14,1.099811
949,20,6475070,15,1.070819
949,20,28629308,16,1.517659
949,20,1940754,17,1.723847
949,20,40853640,18,0.71066
949,20,7427293,19,1.146115
949,20,43682202,20,1.672876
949,21,58864450,1,1.977742
949,21,33530557,2,0.533398
949,21,43167590,3,0.992905
949,21,1712326,4,1.074363
949,21,44044949,5,1.932619
949,21,504356,6,1.4111
949,21,65473053,7,0.631699
949,21,46200358,8,1.254452
949,21,46799742,9,1.8452
949,21,22443992,10,1.412897
949,21,13433057,11,1.051444
949,21,51463428,12,1.008664
949,21,46345824,13,2.247679
949,21,1070171,14,1.099811
949,21,6475070,15,1.070819
949,21,28629308,16,1.517659
949,21,1940754,17,1.723847
949,21,40853640,18,0.71066
949,21,7427293,19,1.146115
949,21,43682202,20,1.672876
949,22,58864450,1,1.977742
949,22,33530557,2,0.533398
949,22,43167590,3,0.992905
949,22,1712326,4,1.074363
949,22,44044949,5,1.932619
949,22,504356,6,1.4111
949,22,65473053,7,0.631699
949,22,46200358,8,1.254452
949,22,46799742,9,1.8452
949,22,22443992,10,1.412897
949,22,13433057,11,1.051444
949,22,51463428,12,1.008664
949,22,46345824,13,2.247679
949,22,1070171,14,1.099811
949,22,6475070,15,1.070819
949,22,28629308,16,1.517659
949,22,1940754,17,1.723847
949,22,40853640,18,0.71066
949,22,7427293,19,1.146115
949,22,43682202,20,1.672876
949,23,58864450,1,1.977742
949,23,33530557,2,0.533398
949,23,43167590,3,0.992905
949,23,1712326,4,1.074363
949,23,44044949,5,1.932619
949,23,504356,6,1.4111
949,23,65473053,7,0.631699
949,23,46200358,8,1.254452
949,23,46799742,9,1.8452
949,23,22443992,10,1.412897
949,23,13433057,11,1.051444
949,23,51463428,12,1.008664
949,23,46345824,13,2.247679
949,23,1070171,14,1.099811
949,23,6475070,15,1.070819
949,23,28629308,16,1.517659
949,23,1940754,17,1.723847
949,23,40853640,18,0.71066
949,23,7427293,19,1.146115
949,23,43682202,20,1.672876
949,24,58864450,1,1.977742
949,24,33530557,2,0.533398
949,24,43167590,3,0.992905
949,24,1712326,4,1.074363
949,24,44044949,5,1.932619
949,24,504356,6,1.4111
949,24,65473053,7,0.631699
949,24,46200358,8,1.254452
949,24,46799742,9,1.8452
949,24,22443992,10,1.412897
949,24,13433057,11,1.051444
949,24,51463428,12,1.008664
949,24,46345824,13,2.247679
949,24,1070171,14,1.099811
949,24,6475070,15,1.070819
949,24,28629308,16,1.517659
949,24,1940754,17,1.723847
949,24,40853640,18,0.71066
949,24,7427293,19,1.146115
949,24,43682202,20,1.672876
949,25,58864450,1,1.977742
949,25,33530557,2,0.533398
949,25,43167590,3,0.992905
949,25,1712326,4,1.074363
949,25,44044949,5,1.932619
949,25,504356,6,1.4111
949,25,65473053,7,0.631699
949,25,46200358,8,1.254452
949,25,46799742,9,1.8452
949,25,22443992,10,1.412897
949,25,13433057,11,1.051444
949,25,51463428,12,1.008664
949,25,46345824,13,2.247679
949,25,1070171,14,1.099811
949,25,6475070,15,1.070819
949,25,28629308,16,1.517659
949,25,1940754,17,1.723847
949,25,40853640,18,0.71066
949,25,7427293,19,1.146115
949,25,43682202,20,1.672876
949,26,58864450,1,1.977742
949,26,33530557,2,0.533398
949,26,43167590,3,0.992905
949,26,1712326,4,1.074363
949,26,44044949,5,1.932619
949,26,504356,6,1.4111
949,26,65473053,7,0.631699
949,26,46200358,8,1.254452
949,26,46799742,9,1.8452
949,26,22443992,10,1.412897
949,26,13433057,11,1.051444
949,26,51463428,12,1.008664
949,26,46345824,13,2.247679
949,26,1070171,14,1.099811
949,26,6475070,15,1.070819
949,26,28629308,16,1.517659
949,26,1940754,17,1.723847
949,26,40853640,18,0.71066
949,26,7427293,19,1.146115
949,26,43682202,20,1.672876
949,27,58864450,1,1.977742
949,27,33530557,2,0.533398
949,27,43167590,3,0.992905
949,27,1712326,4,1.074363
949,27,44044949,5,1.932619
949,27,504356,6,1.4111
949,27,65473053,7,0.631699
949,27,46200358,8,1.254452
949,27,46799742,9,1.8452
949,27,22443992,10,1.412897
949,27,13433057,11,1.051444
949,27,51463428,12,1.008664
949,27,46345824,13,2.247679
949,27,1070171,14,1.099811
949,27,6475070,15,1.070819
949,27,28629308,16,1.517659
949,27,1940754,17,1.723847
949,27,40853640,18,0.71066
949,27,7427293,19,1.146115
949,27,43682202,20,1.672876
949,28,58864450,1,1.977742
949,28,33530557,2,0.533398
949,28,43167590,3,0.992905
949,28,1712326,4,1.074363
949,28,44044949,5,1.932619
949,28,504356,6,1.4111
949,28,65473053,7,0.631699
949,28,46200358,8,1.254452
949,28,46799742,9,1.8452
949,28,22443992,10,1.412897
949,28,13433057,11,1.051444
949,28,51463428,12,1.008664
949,28,46345824,13,2.247679
949,28,1070171,14,1.099811
949,28,6475070,15,1.070819
949,28,28629308,16,1.517659
949,28,1940754,17,1.723847
949,28,40853640,18,0.71066
949,28,7427293,19,1.146115
949,28,43682202,20,1.672876
949,29,58864450,1,1.977742
949,29,33530557,2,0.533398
949,29,43167590,3,0.992905
949,29,1712326,4,1.074363
949,29,44044949,5,1.932619
949,29,504356,6,1.4111
949,29,65473053,7,0.631699
949,29,46200358,8,1.254452
949,29,46799742,9,1.8452
949,29,22443992,10,1.412897
949,29,13433057,11,1.051444
949,29,51463428,12,1.008664
949,29,46345824,13,2.247679
949,29,1070171,14,1.099811
949,29,6475070,15,1.070819
949,29,28629308,16,1.517659
949,29,1940754,17,1.723847
949,29,40853640,18,0.71066
949,29,7427293,19,1.146115
949,29,43682202,20,1.672876
949,30,58864450,1,1.977742
949,30,33530557,2,0.533398
949,30,43167590,3,0.992905
949,30,1712326,4,1.074363
949,30,44044949,5,1.932619
949,30,504356,6,1.4111
949,30,65473053,7,0.631699
949,30,46200358,8,1.254452
949,30,46799742,9,1.8452
949,30,22443992,10,1.412897
949,30,13433057,11,1.051444
949,30,51463428,12,1.008664
949,30,46345824,13,2.247679
949,30,1070171,14,1.099811
949,30,6475070,15,1.070819
949,30,28629308,16,1.517659
949,30,1940754,17,1.723847
949,30,40853640,18,0.71066
949,30,7427293,19,1.146115
949,30,43682202,20,1.672876
949,31,58864450,1,1.977742
949,31,33530557,2,0.533398
949,31,43167590,3,0.992905
949,31,1712326,4,1.074363
949,31,44044949,5,1.932619
949,31,504356,6,1.4111
949,31,65473053,7,0.631699
949,31,46200358,8,1.254452
949,31,46799742,9,1.8452
949,31,22443992,10,1.412897
949,31,13433057,11,1.051444
949,31,51463428,12,1.008664
949,31,46345824,13,2.247679
949,31,1070171,14,1.099811
949,31,6475070,15,1.070819
949,31,28629308,16,1.517659
949,31,1940754,17,1.723847
949,31,40853640,18,0.71066
949,31,7427293,19,1.146115
949,31,43682202,20,1.672876
949,32,58864450,1,1.977742
949,32,33530557,2,0.533398
949,32,43167590,3,0.992905
949,32,1712326,4,1.074363
949,32,44044949,5,1.932619
949,32,504356,6,1.4111
949,32,65473053,7,0.631699
949,32,46200358,8,1.254452
949,32,46799742,9,1.8452
949,32,22443992,10,1.412897
949,32,13433057,11,1.051444
949,32,51463428,12,1.008664
949,32,46345824,13,2.247679
949,32,1070171,14,1.099811
949,32,6475070,15,1.070819
949,32,28629308,16,1.517659
949,32,1940754,17,1.723847
949,32,40853640,18,0.71066
949,32,7427293,19,1.146115
949,32,43682202,20,1.672876
949,33,58864450,1,1.977742
949,33,33530557,2,0.533398
949,33,43167590,3,0.992905
949,33,1712326,4,1.074363
949,33,44044949,5,1.932619
949,33,504356,6,1.4111
949,33,65473053,7,0.631699
949,33,46200358,8,1.254452
949,33,46799742,9,1.8452
949,33,22443992,10,1.412897
949,33,13433057,11,1.051444
949,33,51463428,12,1.008664
949,33,46345824,13,2.247679
949,33,1070171,14,1.099811
949,33,6475070,15,1.070819
949,33,28629308,16,1.517659
949,33,1940754,17,1.723847
949,33,40853640,18,0.71066
949,33,7427293,19,1.146115
949,33,43682202,20,1.672876
949,34,58864450,1,1.977742
949,34,33530557,2,0.533398
949,34,43167590,3,0.992905
949,34,1712326,4,1.074363
949,34,44044949,5,1.932619
949,34,504356,6,1.4111
949,34,65473053,7,0.631699
949,34,46200358,8,1.254452
949,34,46799742,9,1.8452
949,34,22443992,10,1.412897
949,34,13433057,11,1.051444
949,34,51463428,12,1.008664
949,34,46345824,13,2.247679
949,34,1070171,14,1.099811
949,34,6475070,15,1.070819
949,34,28629308,16,1.517659
949,34,1940754,17,1.723847
949,34,40853640,18,0.71066
949,34,7427293,19,1.146115
949,34,43682202,20,1.672876
949,35,58864450,1,1.977742
949,35,33530557,2,0.533398
949,35,43167590,3,0.992905
949,35,1712326,4,1.074363
949,35,44044949,5,1.932619
949,35,504356,6,1.4111
949,35,65473053,7,0.631699
949,35,46200358,8,1.254452
949,35,46799742,9,1.8452
949,35,22443992,10,1.412897
949,35,13433057,11,1.051444
949,35,51463428,12,1.008664
949,35,46345824,13,2.247679
949,35,1070171,14,1.099811
949,35,6475070,15,1.070819
949,35,28629308,16,1.517659
949,35,1940754,17,1.723847
949,35,40853640,18,0.71066
949,35,7427293,19,1.146115
949,35,43682202,20,1.672876
949,36,58864450,1,1.977742
949,36,33530557,2,0.533398
949,36,43167590,3,0.992905
949,36,1712326,4,1.074363
949,36,44044949,5,1.932619
949,36,504356,6,1.4111
949,36,65473053,7,0.631699
949,36,46200358,8,1.254452
949,36,46799742,9,1.8452
949,36,22443992,10,1.412897
949,36,13433057,11,1.051444
949,36,51463428,12,1.008664
949,36,46345824,13,2.247679
949,36,1070171,14,1.099811
949,36,6475070,15,1.070819
949,36,28629308,16,1.517659
949,36,1940754,17,1.723847
949,36,40853640,18,0.71066
949,36,7427293,19,1.146115
949,36,43682202,20,1.672876
949,37,58864450,1,1.977742
949,37,33530557,2,0.533398
949,37,43167590,3,0.992905
949,37,1712326,4,1.074363
949,37,44044949,5,1.932619
949,37,504356,6,1.4111
949,37,65473053,7,0.631699
949,37,46200358,8,1.254452
949,37,46799742,9,1.8452
949,37,22443992,10,1.412897
949,37,13433057,11,1.051444
949,37,51463428,12,1.008664
949,37,46345824,13,2.247679
949,37,1070171,14,1.099811
949,37,6475070,15,1.070819
949,37,28629308,16,1.517659
949,37,1940754,17,1.723847
949,37,40853640,18,0.71066
949,37,7427293,19,1.146115
949,37,43682202,20,1.672876
949,38,58864450,1,1.977742
949,38,33530557,2,0.533398
949,38,43167590,3,0.992905
949,38,1712326,4,1.074363
949,38,44044949,5,1.932619
949,38,504356,6,1.4111
949,38,65473053,7,0.631699
949,38,46200358,8,1.254452
949,38,46799742,9,1.8452
949,38,22443992,10,1.412897
949,38,13433057,11,1.051444
949,38,51463428,12,1.008664
949,38,46345824,13,2.247679
949,38,1070171,14,1.099811
949,38,6475070,15,1.070819
949,38,28629308,16,1.517659
949,38,1940754,17,1.723847
949,38,40853640,18,0.71066
949,38,7427293,19,1.146115
949,38,43682202,20,1.672876
949,39,58864450,1,1.977742
949,39,33530557,2,0.533398
949,39,43167590,3,0.992905
949,39,1712326,4,1.074363
949,39,44044949,5,1.932619
949,39,504356,6,1.4111
949,39,65473053,7,0.631699
949,39,46200358,8,1.254452
949,39,46799742,9,1.8452
949,39,22443992,10,1.412897
949,39,13433057,11,1.051444
949,39,51463428,12,1.008664
949,39,46345824,13,2.247679
949,39,1070171,14,1.099811
949,39,6475070,15,1.070819
949,39,28629308,16,1.517659
949,39,1940754,17,1.723847
949,39,40853640,18,0.71066
949,39,7427293,19,1.146115
949,39,43682202,20,1.672876
949,40,58864450,1,1.977742
949,40,33530557,2,0.533398
949,40,43167590,3,0.992905
949,40,1712326,4,1.074363
949,40,44044949,5,1.932619
949,40,504356,6,1.4111
949,40,65473053,7,0.631699
949,40,46200358,8,1.254452
949,40,46799742,9,1.8452
949,40,22443992,10,1.412897
949,40,13433057,11,1.051444
949,40,51463428,12,1.008664
949,40,46345824,13,2.247679
949,40,1070171,14,1.099811
949,40,6475070,15,1.070819
949,40,28629308,16,1.517659
949,40,1940754,17,1.723847
949,40,40853640,18,0.71066
949,40,7427293,19,1.146115
949,40,43682202,20,1.672876
949,41,58864450,1,1.977742
949,41,33530557,2,0.533398
949,41,43167590,3,0.992905
949,41,1712326,4,1.074363
949,41,44044949,5,1.932619
949,41,504356,6,1.4111
949,41,65473053,7,0.631699
949,41,46200358,8,1.254452
949,41,46799742,9,1.8452
949,41,22443992,10,1.412897
949,41,13433057,11,1.051444
949,41,51463428,12,1.008664
949,41,46345824,13,2.247679
949,41,1070171,14,1.099811
949,41,6475070,15,1.070819
949,41,28629308,16,1.517659
949,41,1940754,17,1.723847
949,41,40853640,18,0.71066
949,41,7427293,19,1.146115
949,41,43682202,20,1.672876
949,42,58864450,1,1.977742
949,42,33530557,2,0.533398
949,42,43167590,3,0.992905
949,42,1712326,4,1.074363
949,42,44044949,5,1.932619
949,42,504356,6,1.4111
949,42,65473053,7,0.631699
949,42,46200358,8,1.254452
949,42,46799742,9,1.8452
949,42,22443992,10,1.412897
949,42,13433057,11,1.051444
949,42,51463428,12,1.008664
949,42,46345824,13,2.247679
949,42,1070171,14,1.099811
949,42,6475070,15,1.070819
949,42,28629308,16,1.517659
949,42,1940754,17,1.723847
949,42,40853640,18,0.71066
949,42,7427293,19,1.146115
949,42,43682202,20,1.672876
949,43,58864450,1,1.977742
949,43,33530557,2,0.533398
949,43,43167590,3,0.992905
949,43,1712326,4,1.074363
949,43,44044949,5,1.932619
949,43,504356,6,1.4111
949,43,65473053,7,0.631699
949,43,46200358,8,1.254452
949,43,46799742,9,1.8452
949,43,22443992,10,1.412897
949,43,13433057,11,1.051444
949,43,51463428,12,1.008664
949,43,46345824,13,2.247679
949,43,1070171,14,1.099811
949,43,6475070,15,1.070819
949,43,28629308,16,1.517659
949,43,1940754,17,1.723847
949,43,40853640,18,0.71066
949,43,7427293,19,1.146115
949,43,43682202,20,1.672876
949,44,58864450,1,1.977742
949,44,33530557,2,0.533398
949,44,43167590,3,0.992905
949,44,1712326,4,1.074363
949,44,44044949,5,1.932619
949,44,504356,6,1.4111
949,44,65473053,7,0.631699
949,44,46200358,8,1.254452
949,44,46799742,9,1.8452
949,44,22443992,10,1.412897
949,44,13433057,11,1.051444
949,44,51463428,12,1.008664
949,44,46345824,13,2.247679
949,44,1070171,14,1.099811
949,44,6475070,15,1.070819
949,44,28629308,16,1.517659
949,44,1940754,17,1.723847
949,44,40853640,18,0.71066
949,44,7427293,19,1.146115
949,44,43682202,20,1.672876
949,45,58864450,1,1.977742
949,45,33530557,2,0.533398
949,45,43167590,3,0.992905
949,45,1712326,4,1.074363
949,45,44044949,5,1.932619
949,45,504356,6,1.4111
949,45,65473053,7,0.631699
949,45,46200358,8,1.254452
949,45,46799742,9,1.8452
949,45,22443992,10,1.412897
949,45,13433057,11,1.051444
949,45,51463428,12,1.008664
949,45,46345824,13,2.247679
949,45,1070171,14,1.099811
949,45,6475070,15,1.070819
949,45,28629308,16,1.517659
949,45,1940754,17,1.723847
949,45,40853640,18,0.71066
949,45,7427293,19,1.146115
949,45,43682202,20,1.672876
949,46,58864450,1,1.977742
949,46,33530557,2,0.533398
949,46,43167590,3,0.992905
949,46,1712326,4,1.074363
949,46,44044949,5,1.932619
949,46,504356,6,1.4111
949,46,65473053,7,0.631699
949,46,46200358,8,1.254452
949,46,46799742,9,1.8452
949,46,22443992,10,1.412897
949,46,13433057,11,1.051444
949,46,51463428,12,1.008664
949,46,46345824,13,2.247679
949,46,1070171,14,1.099811
949,46,6475070,15,1.070819
949,46,28629308,16,1.517659
949,46,1940754,17,1.723847
949,46,40853640,18,0.71066
949,46,7427293,19,1.146115
949,46,43682202,20,1.672876
949,47,58864450,1,1.977742
949,47,33530557,2,0.533398
949,47,43167590,3,0.992905
949,47,1712326,4,1.074363
949,47,44044949,5,1.932619
949,47,504356,6,1.4111
949,47,65473053,7,0.631699
949,47,46200358,8,1.254452
949,47,46799742,9,1.8452
949,47,22443992,10,1.412897
949,47,13433057,11,1.051444
949,47,51463428,12,1.008664
949,47,46345824,13,2.247679
949,47,1070171,14,1.099811
949,47,6475070,15,1.070819
949,47,28629308,16,1.517659
949,47,1940754,17,1.723847
949,47,40853640,18,0.71066
949,47,7427293,19,1.146115
949,47,43682202,20,1.672876
949,48,58864450,1,1.977742
949,48,33530557,2,0.533398
949,48,43167590,3,0.992905
949,48,1712326,4,1.074363
949,48,44044949,5,1.932619
949,48,504356,6,1.4111
949,48,65473053,7,0.631699
949,48,46200358,8,1.254452
949,48,46799742,9,1.8452
949,48,22443992,10,1.412897
949,48,13433057,11,1.051444
949,48,51463428,12,1.008664
949,48,46345824,13,2.247679
949,48,1070171,14,1.099811
949,48,6475070,15,1.070819
949,48,28629308,16,1.517659
949,48,1940754,17,1.723847
949,48,40853640,18,0.71066
949,48,7427293,19,1.146115
949,48,43682202,20,1.672876
949,49,58864450,1,1.977742
949,49,33530557,2,0.533398
949,49,43167590,3,0.992905
949,49,1712326,4,1.074363
949,49,44044949,5,1.932619
949,49,504356,6,1.4111
949,49,65473053,7,0.631699
949,49,46200358,8,1.254452
949,49,46799742,9,1.8452
949,49,22443992,10,1.412897
949,49,13433057,11,1.051444
949,49,51463428,12,1.008664
949,49,46345824,13,2.247679
949,49,1070171,14,1.099811
949,49,6475070,15,1.070819
949,49,28629308,16,1.517659
949,49,1940754,17,1.723847
949,49,40853640,18,0.71066
949,49,7427293,19,1.146115
949,49,43682202,20,1.672876
949,50,58864450,1,1.977742
949,50,33530557,2,0.533398
949,50,43167590,3,0.992905
949,50,1712326,4,1.074363
949,50,44044949,5,1.932619
949,50,504356,6,1.4111
949,50,65473053,7,0.631699
949,50,46200358,8,1.254452
949,50,46799742,9,1.8452
949,50,22443992,10,1.412897
949,50,13433057,11,1.051444
949,50,51463428,12,1.008664
949,50,46345824,13,2.247679
949,50,1070171,14,1.099811
949,50,6475070,15,1.070819
949,50,28629308,16,1.517659
949,50,1940754,17,1.723847
949,50,40853640,18,0.71066
949,50,7427293,19,1.146115
949,50,43682202,20,1.672876
949,51,58864450,1,1.977742
949,51,33530557,2,0.533398
949,51,43167590,3,0.992905
949,51,1712326,4,1.074363
949,51,44044949,5,1.932619
949,51,504356,6,1.4111
949,51,65473053,7,0.631699
949,51,46200358,8,1.254452
949,51,46799742,9,1.8452
949,51,22443992,10,1.412897
949,51,13433057,11,1.051444
949,51,51463428,12,1.008664
949,51,46345824,13,2.247679
949,51,1070171,14,1.099811
949,51,6475070,15,1.070819
949,51,28629308,16,1.517659
949,51,1940754,17,1.723847
949,51,40853640,18,0.71066
949,51,7427293,19,1.146115
949,51,43682202,20,1.672876
949,52,58864450,1,1.977742
949,52,33530557,2,0.533398
949,52,43167590,3,0.992905
949,52,1712326,4,1.074363
949,52,44044949,5,1.932619
949,52,504356,6,1.4111
949,52,65473053,7,0.631699
949,52,46200358,8,1.254452
949,52,46799742,9,1.8452
949,52,22443992,10,1.412897
949,52,13433057,11,1.051444
949,52,51463428,12,1.008664
949,52,46345824,13,2.247679
949,52,1070171,14,1.099811
949,52,6475070,15,1.070819
949,52,28629308,16,1.517659
949,52,1940754,17,1.723847
949,52,40853640,18,0.71066
949,52,7427293,19,1.146115
949,52,43682202,20,1.672876
949,53,58864450,1,1.977742
949,53,33530557,2,0.533398
949,53,43167590,3,0.992905
949,53,1712326,4,1.074363
949,53,44044949,5,1.932619
949,53,504356,6,1.4111
949,53,65473053,7,0.631699
949,53,46200358,8,1.254452
949,53,46799742,9,1.8452
949,53,22443992,10,1.412897
949,53,13433057,11,1.051444
949,53,51463428,12,1.008664
949,53,46345824,13,2.247679
949,53,1070171,14,1.099811
949,53,6475070,15,1.070819
949,53,28629308,16,1.517659
949,53,1940754,17,1.723847
949,53,40853640,18,0.71066
949,53,7427293,19,1.146115
949,53,43682202,20,1.672876
949,54,58864450,1,1.977742
